,city,country,date.utc,location,parameter,value,unit
1170,London,GB,2019-05-07 17:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1171,London,GB,2019-05-07 16:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1172,London,GB,2019-05-07 15:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1173,London,GB,2019-05-07 14:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1174,London,GB,2019-05-07 13:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1175,London,GB,2019-05-07 12:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1176,London,GB,2019-05-07 11:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1177,London,GB,2019-05-07 10:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1178,London,GB,2019-05-07 09:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1179,London,GB,2019-05-07 08:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1180,London,GB,2019-05-07 07:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1181,London,GB,2019-05-07 06:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1182,London,GB,2019-05-07 04:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1183,London,GB,2019-05-07 03:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1184,London,GB,2019-05-07 02:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1185,London,GB,2019-05-07 01:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1186,London,GB,2019-05-06 23:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1187,London,GB,2019-05-06 22:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1188,London,GB,2019-05-06 21:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1189,London,GB,2019-05-06 20:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1190,London,GB,2019-05-06 19:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1191,London,GB,2019-05-06 18:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1192,London,GB,2019-05-06 17:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1193,London,GB,2019-05-06 16:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1194,London,GB,2019-05-06 15:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1195,London,GB,2019-05-06 14:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1196,London,GB,2019-05-06 13:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1197,London,GB,2019-05-06 12:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1198,London,GB,2019-05-06 11:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1199,London,GB,2019-05-06 10:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1200,London,GB,2019-05-06 09:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1201,London,GB,2019-05-06 08:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1202,London,GB,2019-05-06 07:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1203,London,GB,2019-05-06 06:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1204,London,GB,2019-05-06 05:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1205,London,GB,2019-05-06 04:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1206,London,GB,2019-05-06 03:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1207,London,GB,2019-05-06 02:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1208,London,GB,2019-05-06 01:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1209,London,GB,2019-05-06 00:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1210,London,GB,2019-05-05 23:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1211,London,GB,2019-05-05 22:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1212,London,GB,2019-05-05 21:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1213,London,GB,2019-05-05 20:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1214,London,GB,2019-05-05 19:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1215,London,GB,2019-05-05 18:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1216,London,GB,2019-05-05 17:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1217,London,GB,2019-05-05 16:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1218,London,GB,2019-05-05 15:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1219,London,GB,2019-05-05 14:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1220,London,GB,2019-05-05 13:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1221,London,GB,2019-05-05 12:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1222,London,GB,2019-05-05 11:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1223,London,GB,2019-05-05 10:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1224,London,GB,2019-05-05 09:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1225,London,GB,2019-05-05 08:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1226,London,GB,2019-05-05 07:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1227,London,GB,2019-05-05 06:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1228,London,GB,2019-05-05 05:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1229,London,GB,2019-05-05 04:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1230,London,GB,2019-05-05 03:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1231,London,GB,2019-05-05 02:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1232,London,GB,2019-05-05 01:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1233,London,GB,2019-05-05 00:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1234,London,GB,2019-05-04 23:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1235,London,GB,2019-05-04 22:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1236,London,GB,2019-05-04 21:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1237,London,GB,2019-05-04 20:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1238,London,GB,2019-05-04 19:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1239,London,GB,2019-05-04 18:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1240,London,GB,2019-05-04 17:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1241,London,GB,2019-05-04 16:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1242,London,GB,2019-05-04 15:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1243,London,GB,2019-05-04 14:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1244,London,GB,2019-05-04 13:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1245,London,GB,2019-05-04 12:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1246,London,GB,2019-05-04 11:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1247,London,GB,2019-05-04 10:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1248,London,GB,2019-05-04 09:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1249,London,GB,2019-05-04 08:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1250,London,GB,2019-05-04 07:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1251,London,GB,2019-05-04 06:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1252,London,GB,2019-05-04 05:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1253,London,GB,2019-05-04 04:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1254,London,GB,2019-05-04 03:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1255,London,GB,2019-05-04 02:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1256,London,GB,2019-05-04 01:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1257,London,GB,2019-05-04 00:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1258,London,GB,2019-05-03 23:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1259,London,GB,2019-05-03 22:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1260,London,GB,2019-05-03 21:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1261,London,GB,2019-05-03 20:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1262,London,GB,2019-05-03 19:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1263,London,GB,2019-05-03 18:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1264,London,GB,2019-05-03 17:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1265,London,GB,2019-05-03 16:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1266,London,GB,2019-05-03 15:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1267,London,GB,2019-05-03 14:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1268,London,GB,2019-05-03 13:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1269,London,GB,2019-05-03 12:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1270,London,GB,2019-05-03 11:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1271,London,GB,2019-05-03 10:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1272,London,GB,2019-05-03 09:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1273,London,GB,2019-05-03 08:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1274,London,GB,2019-05-03 07:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1275,London,GB,2019-05-03 06:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1276,London,GB,2019-05-03 05:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1277,London,GB,2019-05-03 04:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1278,London,GB,2019-05-03 03:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1279,London,GB,2019-05-03 02:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1280,London,GB,2019-05-03 01:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1281,London,GB,2019-05-03 00:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1282,London,GB,2019-05-02 23:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1283,London,GB,2019-05-02 22:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1284,London,GB,2019-05-02 21:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1285,London,GB,2019-05-02 20:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1286,London,GB,2019-05-02 19:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1287,London,GB,2019-05-02 18:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1288,London,GB,2019-05-02 17:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1289,London,GB,2019-05-02 16:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1290,London,GB,2019-05-02 15:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1291,London,GB,2019-05-02 14:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1292,London,GB,2019-05-02 13:00:00+00:00,London Westminster,pm25,12.0,µg/m³
1293,London,GB,2019-05-02 12:00:00+00:00,London Westminster,pm25,12.0,µg/m³
1294,London,GB,2019-05-02 11:00:00+00:00,London Westminster,pm25,13.0,µg/m³
1295,London,GB,2019-05-02 10:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1296,London,GB,2019-05-02 09:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1297,London,GB,2019-05-02 08:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1298,London,GB,2019-05-02 07:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1299,London,GB,2019-05-02 06:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1300,London,GB,2019-05-02 05:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1301,London,GB,2019-05-02 04:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1302,London,GB,2019-05-02 03:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1303,London,GB,2019-05-02 02:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1304,London,GB,2019-05-02 01:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1305,London,GB,2019-05-02 00:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1306,London,GB,2019-05-01 23:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1307,London,GB,2019-05-01 22:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1308,London,GB,2019-05-01 21:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1309,London,GB,2019-05-01 20:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1310,London,GB,2019-05-01 19:00:00+00:00,London Westminster,pm25,16.0,µg/m³
1311,London,GB,2019-05-01 18:00:00+00:00,London Westminster,pm25,16.0,µg/m³
1312,London,GB,2019-05-01 17:00:00+00:00,London Westminster,pm25,16.0,µg/m³
1313,London,GB,2019-05-01 16:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1314,London,GB,2019-05-01 15:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1315,London,GB,2019-05-01 14:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1316,London,GB,2019-05-01 13:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1317,London,GB,2019-05-01 12:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1318,London,GB,2019-05-01 11:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1319,London,GB,2019-05-01 10:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1320,London,GB,2019-05-01 09:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1321,London,GB,2019-05-01 08:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1322,London,GB,2019-05-01 07:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1323,London,GB,2019-05-01 06:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1324,London,GB,2019-05-01 05:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1325,London,GB,2019-05-01 04:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1326,London,GB,2019-05-01 03:00:00+00:00,London Westminster,pm25,16.0,µg/m³
1327,London,GB,2019-05-01 00:00:00+00:00,London Westminster,pm25,17.0,µg/m³
1328,London,GB,2019-04-30 23:00:00+00:00,London Westminster,pm25,18.0,µg/m³
1329,London,GB,2019-04-30 22:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1330,London,GB,2019-04-30 21:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1331,London,GB,2019-04-30 20:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1332,London,GB,2019-04-30 19:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1333,London,GB,2019-04-30 18:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1334,London,GB,2019-04-30 17:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1335,London,GB,2019-04-30 16:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1336,London,GB,2019-04-30 15:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1337,London,GB,2019-04-30 14:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1338,London,GB,2019-04-30 13:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1339,London,GB,2019-04-30 12:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1340,London,GB,2019-04-30 11:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1341,London,GB,2019-04-30 10:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1342,London,GB,2019-04-30 09:00:00+00:00,London Westminster,pm25,19.0,µg/m³
1343,London,GB,2019-04-30 08:00:00+00:00,London Westminster,pm25,18.0,µg/m³
1344,London,GB,2019-04-30 07:00:00+00:00,London Westminster,pm25,18.0,µg/m³
1345,London,GB,2019-04-30 06:00:00+00:00,London Westminster,pm25,18.0,µg/m³
1346,London,GB,2019-04-30 05:00:00+00:00,London Westminster,pm25,18.0,µg/m³
1347,London,GB,2019-04-30 04:00:00+00:00,London Westminster,pm25,18.0,µg/m³
1348,London,GB,2019-04-30 03:00:00+00:00,London Westminster,pm25,17.0,µg/m³
1349,London,GB,2019-04-30 02:00:00+00:00,London Westminster,pm25,16.0,µg/m³
1350,London,GB,2019-04-30 01:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1351,London,GB,2019-04-30 00:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1352,London,GB,2019-04-29 23:00:00+00:00,London Westminster,pm25,14.0,µg/m³
1353,London,GB,2019-04-29 22:00:00+00:00,London Westminster,pm25,13.0,µg/m³
1354,London,GB,2019-04-29 21:00:00+00:00,London Westminster,pm25,12.0,µg/m³
1355,London,GB,2019-04-29 20:00:00+00:00,London Westminster,pm25,12.0,µg/m³
1356,London,GB,2019-04-29 19:00:00+00:00,London Westminster,pm25,12.0,µg/m³
1357,London,GB,2019-04-29 18:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1358,London,GB,2019-04-29 17:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1359,London,GB,2019-04-29 16:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1360,London,GB,2019-04-29 15:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1361,London,GB,2019-04-29 14:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1362,London,GB,2019-04-29 13:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1363,London,GB,2019-04-29 12:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1364,London,GB,2019-04-29 11:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1365,London,GB,2019-04-29 10:00:00+00:00,London Westminster,pm25,11.0,µg/m³
1366,London,GB,2019-04-29 09:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1367,London,GB,2019-04-29 08:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1368,London,GB,2019-04-29 07:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1369,London,GB,2019-04-29 06:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1370,London,GB,2019-04-29 05:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1371,London,GB,2019-04-29 04:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1372,London,GB,2019-04-29 03:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1373,London,GB,2019-04-29 02:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1374,London,GB,2019-04-29 01:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1375,London,GB,2019-04-29 00:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1376,London,GB,2019-04-28 23:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1377,London,GB,2019-04-28 22:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1378,London,GB,2019-04-28 21:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1379,London,GB,2019-04-28 20:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1380,London,GB,2019-04-28 19:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1381,London,GB,2019-04-28 18:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1382,London,GB,2019-04-28 17:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1383,London,GB,2019-04-28 16:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1384,London,GB,2019-04-28 15:00:00+00:00,London Westminster,pm25,6.0,µg/m³
1385,London,GB,2019-04-28 14:00:00+00:00,London Westminster,pm25,6.0,µg/m³
1386,London,GB,2019-04-28 13:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1387,London,GB,2019-04-28 12:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1388,London,GB,2019-04-28 11:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1389,London,GB,2019-04-28 10:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1390,London,GB,2019-04-28 09:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1391,London,GB,2019-04-27 13:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1392,London,GB,2019-04-27 12:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1393,London,GB,2019-04-27 11:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1394,London,GB,2019-04-27 10:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1395,London,GB,2019-04-27 09:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1396,London,GB,2019-04-27 08:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1397,London,GB,2019-04-27 07:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1398,London,GB,2019-04-27 06:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1399,London,GB,2019-04-27 05:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1400,London,GB,2019-04-27 04:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1401,London,GB,2019-04-27 03:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1402,London,GB,2019-04-27 02:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1403,London,GB,2019-04-27 00:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1404,London,GB,2019-04-26 23:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1405,London,GB,2019-04-26 22:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1406,London,GB,2019-04-26 21:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1407,London,GB,2019-04-26 20:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1408,London,GB,2019-04-26 19:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1409,London,GB,2019-04-26 18:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1410,London,GB,2019-04-26 17:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1411,London,GB,2019-04-26 16:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1412,London,GB,2019-04-26 15:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1413,London,GB,2019-04-26 14:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1414,London,GB,2019-04-26 13:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1415,London,GB,2019-04-26 12:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1416,London,GB,2019-04-26 11:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1417,London,GB,2019-04-26 10:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1418,London,GB,2019-04-26 09:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1419,London,GB,2019-04-26 08:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1420,London,GB,2019-04-26 07:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1421,London,GB,2019-04-26 06:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1422,London,GB,2019-04-26 05:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1423,London,GB,2019-04-26 04:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1424,London,GB,2019-04-26 03:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1425,London,GB,2019-04-26 02:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1426,London,GB,2019-04-26 01:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1427,London,GB,2019-04-26 00:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1428,London,GB,2019-04-25 23:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1429,London,GB,2019-04-25 22:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1430,London,GB,2019-04-25 21:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1431,London,GB,2019-04-25 20:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1432,London,GB,2019-04-25 19:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1433,London,GB,2019-04-25 18:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1434,London,GB,2019-04-25 17:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1435,London,GB,2019-04-25 16:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1436,London,GB,2019-04-25 15:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1437,London,GB,2019-04-25 14:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1438,London,GB,2019-04-25 13:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1439,London,GB,2019-04-25 12:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1440,London,GB,2019-04-25 11:00:00+00:00,London Westminster,pm25,7.0,µg/m³
1441,London,GB,2019-04-25 10:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1442,London,GB,2019-04-25 09:00:00+00:00,London Westminster,pm25,8.0,µg/m³
1443,London,GB,2019-04-25 08:00:00+00:00,London Westminster,pm25,9.0,µg/m³
1444,London,GB,2019-04-25 07:00:00+00:00,London Westminster,pm25,10.0,µg/m³
1445,London,GB,2019-04-25 06:00:00+00:00,London Westminster,pm25,12.0,µg/m³
1446,London,GB,2019-04-25 05:00:00+00:00,London Westminster,pm25,13.0,µg/m³
1447,London,GB,2019-04-25 04:00:00+00:00,London Westminster,pm25,15.0,µg/m³
1448,London,GB,2019-04-25 03:00:00+00:00,London Westminster,pm25,17.0,µg/m³
1449,London,GB,2019-04-25 02:00:00+00:00,London Westminster,pm25,18.0,µg/m³
1450,London,GB,2019-04-25 00:00:00+00:00,London Westminster,pm25,21.0,µg/m³
1451,London,GB,2019-04-24 23:00:00+00:00,London Westminster,pm25,22.0,µg/m³
1452,London,GB,2019-04-24 22:00:00+00:00,London Westminster,pm25,23.0,µg/m³
1453,London,GB,2019-04-24 21:00:00+00:00,London Westminster,pm25,24.0,µg/m³
1454,London,GB,2019-04-24 20:00:00+00:00,London Westminster,pm25,25.0,µg/m³
1455,London,GB,2019-04-24 19:00:00+00:00,London Westminster,pm25,25.0,µg/m³
1456,London,GB,2019-04-24 18:00:00+00:00,London Westminster,pm25,26.0,µg/m³
1457,London,GB,2019-04-24 17:00:00+00:00,London Westminster,pm25,26.0,µg/m³
1458,London,GB,2019-04-24 16:00:00+00:00,London Westminster,pm25,27.0,µg/m³
1459,London,GB,2019-04-24 15:00:00+00:00,London Westminster,pm25,27.0,µg/m³
1460,London,GB,2019-04-24 14:00:00+00:00,London Westminster,pm25,27.0,µg/m³
1461,London,GB,2019-04-24 13:00:00+00:00,London Westminster,pm25,28.0,µg/m³
1462,London,GB,2019-04-24 12:00:00+00:00,London Westminster,pm25,28.0,µg/m³
1463,London,GB,2019-04-24 11:00:00+00:00,London Westminster,pm25,28.0,µg/m³
1464,London,GB,2019-04-24 10:00:00+00:00,London Westminster,pm25,29.0,µg/m³
1465,London,GB,2019-04-24 09:00:00+00:00,London Westminster,pm25,29.0,µg/m³
1466,London,GB,2019-04-24 08:00:00+00:00,London Westminster,pm25,29.0,µg/m³
1467,London,GB,2019-04-24 07:00:00+00:00,London Westminster,pm25,28.0,µg/m³
1468,London,GB,2019-04-24 06:00:00+00:00,London Westminster,pm25,27.0,µg/m³
1469,London,GB,2019-04-24 05:00:00+00:00,London Westminster,pm25,26.0,µg/m³
1470,London,GB,2019-04-24 04:00:00+00:00,London Westminster,pm25,25.0,µg/m³
1471,London,GB,2019-04-24 03:00:00+00:00,London Westminster,pm25,24.0,µg/m³
1472,London,GB,2019-04-24 02:00:00+00:00,London Westminster,pm25,24.0,µg/m³
1473,London,GB,2019-04-24 00:00:00+00:00,London Westminster,pm25,26.0,µg/m³
1474,London,GB,2019-04-23 23:00:00+00:00,London Westminster,pm25,27.0,µg/m³
1475,London,GB,2019-04-23 22:00:00+00:00,London Westminster,pm25,28.0,µg/m³
1476,London,GB,2019-04-23 21:00:00+00:00,London Westminster,pm25,29.0,µg/m³
1477,London,GB,2019-04-23 20:00:00+00:00,London Westminster,pm25,30.0,µg/m³
1478,London,GB,2019-04-23 19:00:00+00:00,London Westminster,pm25,32.0,µg/m³
1479,London,GB,2019-04-23 18:00:00+00:00,London Westminster,pm25,33.0,µg/m³
